iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
FRO,Europe,Faeroe Islands,2020-10-01,467.0,4.0,2.286,,0.0,0.0,9556.943000000001,81.858,46.776,,0.0,0.0,,,,,,,,,,,48865.0,35.308,,,,,,,,,,,,80.67,
GAB,Africa,Gabon,2020-10-01,8766.0,14.0,7.143,54.0,0.0,0.0,3938.487,6.29,3.2089999999999996,24.261999999999997,0.0,0.0,,,,,,,,,,66.67,2225728.0,7.859,23.1,4.45,2.9760000000000004,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.7020000000000001
GBR,Europe,United Kingdom,2020-10-01,453264.0,7108.0,6219.286,42143.0,71.0,40.143,6676.84,104.705,91.61399999999999,620.7909999999999,1.046,0.591,20964429.0,233861.0,308.818,3.445,234175.0,3.45,37.653,0.027000000000000003,tests performed,67.59,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.922
GEO,Asia,Georgia,2020-10-01,6640.0,774.0,320.143,39.0,6.0,2.0,1664.505,194.025,80.253,9.776,1.504,0.501,,,,,,,,,,56.48,3989175.0,65.032,38.7,14.864,10.244000000000002,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.78
GGY,Europe,Guernsey,2020-10-01,256.0,0.0,0.0,13.0,0.0,0.0,3817.9320000000002,0.0,0.0,193.87900000000002,0.0,0.0,,,,,,,,,,,67052.0,,,,,,,,,,,,,,
GHA,Africa,Ghana,2020-10-01,46656.0,174.0,71.857,301.0,0.0,0.28600000000000003,1501.499,5.6,2.313,9.687000000000001,0.0,0.009000000000000001,488427.0,755.0,15.719000000000001,0.024,1332.0,0.043,18.537,0.054000000000000006,samples tested,44.44,31072945.0,126.719,21.1,3.385,1.9480000000000002,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.5920000000000001
GIB,Europe,Gibraltar,2020-10-01,396.0,5.0,5.571000000000001,,0.0,0.0,11753.881000000001,148.408,165.368,,0.0,0.0,,,,,,,,,,,33691.0,3457.1,,,,,,,,,,,,79.93,
GIN,Africa,Guinea,2020-10-01,10652.0,18.0,31.143,66.0,0.0,0.14300000000000002,811.0989999999999,1.371,2.371,5.026,0.0,0.011000000000000001,,,,,,,,,,48.15,13132792.0,51.755,19.0,3.135,1.733,1998.9260000000002,35.3,336.717,2.42,,,17.45,0.3,61.6,0.45899999999999996
GMB,Africa,Gambia,2020-10-01,3579.0,0.0,5.2860000000000005,112.0,0.0,0.28600000000000003,1480.967,0.0,2.187,46.345,0.0,0.11800000000000001,,,,,,,,,,75.93,2416664.0,207.56599999999997,17.5,2.339,1.4169999999999998,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.46
GNB,Africa,Guinea-Bissau,2020-10-01,2324.0,0.0,3.0,39.0,0.0,0.0,1180.896,0.0,1.524,19.817,0.0,0.0,,,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.455
GNQ,Africa,Equatorial Guinea,2020-10-01,5030.0,0.0,1.714,83.0,0.0,0.0,3585.2129999999997,0.0,1.222,59.16,0.0,0.0,,,,,,,,,,,1402985.0,45.193999999999996,22.4,2.846,1.7519999999999998,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.591
GRC,Europe,Greece,2020-10-01,18475.0,352.0,312.714,391.0,3.0,4.857,1772.513,33.771,30.002,37.513000000000005,0.28800000000000003,0.466,1318336.0,10787.0,126.48299999999999,1.035,10282.0,0.986,32.88,0.03,samples tested,46.76,10423056.0,83.479,45.3,20.396,14.524000000000001,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.87
GRD,North America,Grenada,2020-10-01,24.0,0.0,0.0,,0.0,0.0,213.297,0.0,0.0,,0.0,0.0,,,,,,,,,,,112519.0,317.132,29.4,7.303999999999999,5.021,13593.877,,243.96400000000003,10.71,,,,3.7,72.4,0.772
GRL,North America,Greenland,2020-10-01,14.0,0.0,0.0,,0.0,0.0,246.6,0.0,0.0,,0.0,0.0,,,,,,,,,,33.33,56772.0,0.13699999999999998,,,,,,199.94099999999997,2.16,,,,,71.7,
GTM,North America,Guatemala,2020-10-01,91746.0,778.0,614.857,3246.0,8.0,13.142999999999999,5121.021,43.426,34.32,181.183,0.447,0.7340000000000001,329088.0,4626.0,18.369,0.258,3556.0,0.198,5.783,0.173,people tested (incl. non-PCR),42.13,17915567.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.65
GUM,Oceania,Guam,2020-10-01,2443.0,0.0,29.714000000000002,47.0,0.0,1.286,14474.207,0.0,176.05,278.464,0.0,7.617999999999999,,,,,,,,,,66.67,168783.0,304.128,31.4,9.551,5.492999999999999,,,310.496,21.52,,,,,80.07,
GUY,South America,Guyana,2020-10-01,2894.0,48.0,51.286,80.0,2.0,1.571,3679.317,61.025,65.203,101.709,2.543,1.9980000000000002,,,,,,,,,,79.17,786559.0,3.952,26.3,5.305,2.8369999999999997,7435.047,,373.159,11.62,,,77.15899999999999,1.6,69.91,0.654
HKG,Asia,Hong Kong,2020-10-01,,,,,,,,,,,,,,,,,11423.0,1.524,,,tests performed,59.26,7496988.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.9329999999999999
HND,North America,Honduras,2020-10-01,76900.0,802.0,603.571,2353.0,30.0,18.714000000000002,7764.063,80.972,60.938,237.56599999999997,3.029,1.889,,,,,,,,,,84.26,9904608.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.617
HRV,Europe,Croatia,2020-10-01,16593.0,213.0,179.0,280.0,5.0,3.286,4041.88,51.885,43.603,68.205,1.218,0.8,312406.0,5322.0,76.09899999999999,1.296,4767.0,1.161,26.631,0.038,people tested,28.7,4105268.0,73.726,44.0,19.724,13.052999999999999,22669.797000000002,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.831
HTI,North America,Haiti,2020-10-01,8766.0,19.0,17.143,229.0,0.0,0.5710000000000001,768.7769999999999,1.666,1.5030000000000001,20.083,0.0,0.05,,,,,,,,,,43.52,11402533.0,398.44800000000004,24.3,4.8,2.9539999999999997,1653.1729999999998,23.5,430.548,6.65,2.9,23.1,22.863000000000003,0.7,64.0,0.498
HUN,Europe,Hungary,2020-10-01,27309.0,848.0,872.7139999999999,781.0,16.0,10.286,2826.9159999999997,87.781,90.34,80.846,1.656,1.065,727649.0,11972.0,75.32300000000001,1.239,10030.0,1.038,11.493,0.087,tests performed,40.74,9660350.0,108.04299999999999,43.4,18.577,11.975999999999999,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
IDN,Asia,Indonesia,2020-10-01,287008.0,4284.0,4231.429,10740.0,139.0,109.0,1049.299,15.662,15.47,39.265,0.508,0.39899999999999997,2023990.0,30296.0,7.4,0.111,27092.0,0.099,6.403,0.156,people tested,68.98,273523621.0,145.725,29.3,5.319,3.053,11188.743999999999,5.7,342.86400000000003,6.32,2.8,76.1,64.204,1.04,71.72,0.6940000000000001
IMN,Europe,Isle of Man,2020-10-01,340.0,0.0,0.0,24.0,0.0,0.0,3998.495,0.0,0.0,282.247,0.0,0.0,,,,,,,,,,,85032.0,147.872,,,,,,,,,,,,81.4,
IND,Asia,India,2020-10-01,6312584.0,86821.0,82866.571,98678.0,1181.0,1075.5710000000001,4574.322,62.913999999999994,60.048,71.506,0.856,0.779,75619781.0,1423052.0,54.797,1.031,1169107.0,0.847,14.108,0.071,samples tested,73.61,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
IRL,Europe,Ireland,2020-10-01,36155.0,415.0,354.286,1804.0,1.0,1.429,7322.093000000001,84.046,71.75,365.345,0.203,0.289,1195509.0,14524.0,242.114,2.9410000000000003,12648.0,2.5610000000000004,35.7,0.028,tests performed,52.31,4937796.0,69.874,38.7,13.927999999999999,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.938
IRN,Asia,Iran,2020-10-01,457219.0,3582.0,3488.7140000000004,26169.0,183.0,189.857,5443.54,42.646,41.536,311.562,2.1790000000000003,2.26,,,,,27987.0,0.33299999999999996,8.022,0.125,tests performed,54.63,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.7979999999999999
IRQ,Asia,Iraq,2020-10-01,362981.0,4691.0,4335.143,9181.0,59.0,61.0,9024.327,116.626,107.779,228.255,1.4669999999999999,1.517,2289877.0,23522.0,56.93,0.585,21142.0,0.526,4.877,0.205,samples tested,73.15,40222503.0,88.125,20.0,3.1860000000000004,1.9569999999999999,15663.986,2.5,218.612,8.83,,,94.57600000000001,1.4,70.6,0.685
ISL,Europe,Iceland,2020-10-01,2728.0,33.0,36.0,10.0,0.0,0.0,7994.139,96.70299999999999,105.495,29.304000000000002,0.0,0.0,131153.0,1269.0,384.33099999999996,3.719,1448.0,4.243,40.222,0.025,tests performed,31.48,341250.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.935
ISR,Asia,Israel,2020-10-01,248133.0,11207.0,6206.143,1571.0,43.0,35.143,28667.532000000003,1294.778,717.0139999999999,181.502,4.968,4.06,3806804.0,65943.0,439.811,7.619,44765.0,5.172000000000001,7.212999999999999,0.139,tests performed,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
ITA,Europe,Italy,2020-10-01,314861.0,1850.0,1760.5710000000001,35894.0,19.0,19.429000000000002,5207.6,30.598000000000003,29.119,593.664,0.314,0.321,6916588.0,67833.0,114.396,1.122,56561.0,0.935,32.126999999999995,0.031,people tested,43.52,60461828.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.15100000000001,4.78,19.8,27.8,,3.18,83.51,0.88
JAM,North America,Jamaica,2020-10-01,6462.0,80.0,155.571,107.0,7.0,4.428999999999999,2182.252,27.016,52.537,36.134,2.364,1.496,79445.0,534.0,26.829,0.18,585.0,0.198,3.76,0.266,samples tested,78.7,2961161.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.732
JEY,Europe,Jersey,2020-10-01,414.0,5.0,2.1430000000000002,32.0,0.0,0.0,4096.049,49.468999999999994,21.201,316.603,0.0,0.0,,,,,,,,,,,101073.0,,,,,,,,,,,,,,
JOR,Asia,Jordan,2020-10-01,11825.0,1776.0,826.143,61.0,4.0,3.714,1158.9569999999999,174.06400000000002,80.969,5.979,0.392,0.364,,,,,,,,,,63.89,10203140.0,109.285,23.2,3.81,2.3609999999999998,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.735
JPN,Asia,Japan,2020-10-01,83010.0,0.0,424.14300000000003,1564.0,0.0,6.2860000000000005,656.328,0.0,3.3539999999999996,12.366,0.0,0.05,,,,,19952.0,0.158,47.041,0.021,tests performed,31.48,126476458.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.909
KAZ,Asia,Kazakhstan,2020-10-01,140958.0,251.0,238.429,2080.0,2.0,5.0,7507.066999999999,13.368,12.698,110.77600000000001,0.107,0.266,2973489.0,9208.0,158.361,0.49,13415.0,0.7140000000000001,56.264,0.018000000000000002,tests performed,78.7,18776707.0,6.681,30.6,6.9910000000000005,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.8
KEN,Africa,Kenya,2020-10-01,38529.0,151.0,168.71400000000003,711.0,4.0,6.7139999999999995,716.535,2.8080000000000003,3.138,13.222999999999999,0.07400000000000001,0.125,552646.0,4700.0,10.277999999999999,0.087,3620.0,0.067,21.456,0.047,samples tested,67.59,53771300.0,87.324,20.0,2.6860000000000004,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
KGZ,Asia,Kyrgyzstan,2020-10-01,46841.0,172.0,154.857,1065.0,1.0,0.28600000000000003,7179.5869999999995,26.363000000000003,23.736,163.239,0.153,0.044000000000000004,,,,,,,,,,67.13,6524191.0,32.333,26.3,4.489,2.8819999999999997,3393.474,1.4,436.36199999999997,7.11,3.6,50.5,89.22,4.5,71.45,0.672
KHM,Asia,Cambodia,2020-10-01,277.0,0.0,0.28600000000000003,,0.0,0.0,16.567999999999998,0.0,0.017,,0.0,0.0,,,,,,,,,,37.04,16718971.0,90.67200000000001,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.5820000000000001
KNA,North America,Saint Kitts and Nevis,2020-10-01,19.0,0.0,0.0,,0.0,0.0,357.19699999999995,0.0,0.0,,0.0,0.0,,,,,,,,,,,53192.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.778
KOR,Asia,South Korea,2020-10-01,23812.0,0.0,67.286,413.0,0.0,2.8569999999999998,464.45099999999996,0.0,1.3119999999999998,8.056000000000001,0.0,0.055999999999999994,2308406.0,6003.0,45.025,0.11699999999999999,8598.0,0.168,127.783,0.008,people tested,54.63,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.903
KWT,Asia,Kuwait,2020-10-01,105182.0,614.0,554.714,610.0,3.0,2.8569999999999998,24629.539,143.775,129.893,142.838,0.7020000000000001,0.669,751163.0,3930.0,175.893,0.92,3734.0,0.8740000000000001,6.731,0.149,tests performed,65.74,4270563.0,232.128,33.7,2.345,1.114,65530.537000000004,,132.235,15.84,2.7,37.0,,2.0,75.49,0.8029999999999999
LAO,Asia,Laos,2020-10-01,23.0,0.0,0.0,,0.0,0.0,3.161,0.0,0.0,,0.0,0.0,,,,,,,,,,32.41,7275556.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.601
LBN,Asia,Lebanon,2020-10-01,39634.0,1257.0,1120.286,367.0,6.0,5.571000000000001,5806.803000000001,184.16400000000002,164.13400000000001,53.769,0.879,0.816,,,,,,,,,,59.26,6825442.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.757
LBR,Africa,Liberia,2020-10-01,1343.0,0.0,0.857,82.0,0.0,0.0,265.53700000000003,0.0,0.16899999999999998,16.213,0.0,0.0,,,,,,,,,,60.19,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
LBY,Africa,Libya,2020-10-01,34525.0,511.0,632.571,551.0,11.0,11.142999999999999,5024.532,74.367,92.06,80.189,1.601,1.6219999999999999,,,,,,,,,,86.11,6871287.0,3.623,29.0,4.4239999999999995,2.8160000000000003,17881.509,,341.86199999999997,10.43,,,,3.7,72.91,0.706
LCA,North America,Saint Lucia,2020-10-01,27.0,0.0,0.0,,0.0,0.0,147.036,0.0,0.0,,0.0,0.0,,,,,,,,,,,183629.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.20200000000001,1.3,76.2,0.747
LIE,Europe,Liechtenstein,2020-10-01,120.0,0.0,0.429,1.0,0.0,0.0,3146.551,0.0,11.238,26.221,0.0,0.0,,,,,,,,,,,38137.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.9159999999999999
LKA,Asia,Sri Lanka,2020-10-01,3380.0,6.0,8.0,13.0,0.0,0.0,157.846,0.28,0.374,0.607,0.0,0.0,291105.0,1517.0,13.595,0.071,1851.0,0.086,231.375,0.004,tests performed,23.15,21413250.0,341.955,34.1,10.068999999999999,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.77
LSO,Africa,Lesotho,2020-10-01,1595.0,19.0,24.429000000000002,36.0,1.0,0.429,744.544,8.869,11.402999999999999,16.805,0.467,0.2,,,,,,,,,,59.26,2142252.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.52
LTU,Europe,Lithuania,2020-10-01,4693.0,115.0,108.714,92.0,0.0,0.7140000000000001,1723.9160000000002,42.244,39.935,33.795,0.0,0.262,781960.0,6973.0,287.243,2.5610000000000004,5398.0,1.983,49.653,0.02,samples tested,22.22,2722291.0,45.135,43.5,19.002,13.777999999999999,29524.265,0.7,342.98900000000003,3.67,21.3,38.0,,6.56,75.93,0.858
LUX,Europe,Luxembourg,2020-10-01,8509.0,78.0,59.857,124.0,0.0,0.0,13593.173,124.605,95.62200000000001,198.09099999999998,0.0,0.0,845673.0,7108.0,1350.967,11.355,5424.0,8.665,90.616,0.011,tests performed,43.52,625976.0,231.447,39.7,14.312000000000001,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.904
LVA,Europe,Latvia,2020-10-01,1824.0,95.0,36.0,37.0,0.0,0.14300000000000002,967.023,50.36600000000001,19.086,19.616,0.0,0.076,324717.0,4699.0,172.15400000000002,2.491,2928.0,1.5519999999999998,81.333,0.012,tests performed,42.59,1886202.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.847
MAR,Africa,Morocco,2020-10-01,123653.0,2470.0,2272.857,2194.0,42.0,39.429,3350.071,66.919,61.577,59.441,1.138,1.068,2643860.0,22546.0,71.62899999999999,0.611,23244.0,0.63,10.227,0.098,people tested,65.74,36910558.0,80.08,29.6,6.769,4.209,7485.013000000001,1.0,419.14599999999996,7.14,0.8,47.1,,1.1,76.68,0.667
MCO,Europe,Monaco,2020-10-01,218.0,4.0,2.714,1.0,0.0,0.0,5554.9890000000005,101.926,69.164,25.482,0.0,0.0,,,,,,,,,,,39244.0,19347.5,,,,,,,5.46,,,,13.8,86.75,
MDA,Europe,Moldova,2020-10-01,53042.0,1013.0,687.143,1320.0,10.0,10.857000000000001,13148.856000000002,251.118,170.33900000000003,327.222,2.479,2.6910000000000003,,,,,,,,,,44.44,4033963.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.50199999999995,5.72,5.9,44.6,86.979,5.8,71.9,0.7
MDG,Africa,Madagascar,2020-10-01,16408.0,31.0,34.429,230.0,1.0,0.5710000000000001,592.539,1.119,1.2429999999999999,8.306000000000001,0.036000000000000004,0.021,71089.0,139.0,2.5669999999999997,0.005,329.0,0.012,9.556,0.105,tests performed,48.15,27691019.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.519
MDV,Asia,Maldives,2020-10-01,10291.0,97.0,58.0,34.0,0.0,0.0,19038.299,179.45,107.3,62.9,0.0,0.0,155450.0,1628.0,287.582,3.012,1503.0,2.781,25.914,0.039,samples tested,,540542.0,1454.433,30.6,4.12,2.875,15183.616000000002,,164.905,9.19,2.1,55.0,95.803,,78.92,0.7170000000000001
MEX,North America,Mexico,2020-10-01,789286.0,5212.0,4482.286,77646.0,483.0,385.286,6121.687,40.424,34.765,602.221,3.7460000000000004,2.988,1732974.0,13068.0,13.440999999999999,0.10099999999999999,11444.0,0.08900000000000001,2.553,0.392,people tested,73.61,128932753.0,66.444,29.3,6.857,4.321000000000001,17336.468999999997,2.5,152.783,13.06,6.9,21.4,87.84700000000001,1.38,75.05,0.774
MKD,Europe,Macedonia,2020-10-01,17977.0,191.0,132.571,739.0,2.0,4.143,8628.767,91.678,63.633,354.712,0.96,1.989,,,,,,,,,,,2083380.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.757
MLI,Africa,Mali,2020-10-01,3118.0,28.0,12.0,131.0,1.0,0.14300000000000002,153.969,1.383,0.593,6.468999999999999,0.049,0.006999999999999999,,,,,,,,,,39.81,20250834.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.42700000000000005
MLT,Europe,Malta,2020-10-01,3058.0,23.0,28.714000000000002,34.0,0.0,1.286,6925.776,52.091,65.032,77.003,0.0,2.912,,,,,,,,,,,441539.0,1454.037,42.4,19.426,11.324000000000002,36513.323,0.2,168.71099999999998,8.83,20.9,30.2,,4.485,82.53,0.878
MMR,Asia,Myanmar,2020-10-01,13373.0,948.0,792.2860000000001,310.0,26.0,25.285999999999998,245.783,17.423,14.561,5.6979999999999995,0.478,0.465,271881.0,4587.0,4.997,0.084,4203.0,0.077,5.305,0.189,samples tested,81.02,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.28699999999999,0.9,67.13,0.578
MNE,Europe,Montenegro,2020-10-01,10772.0,197.0,192.0,169.0,5.0,2.571,17151.173,313.663,305.702,269.082,7.961,4.093999999999999,,,,,,,,,,,628062.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.8140000000000001
MNG,Asia,Mongolia,2020-10-01,313.0,0.0,0.0,,0.0,0.0,95.477,0.0,0.0,,0.0,0.0,,,,,,,,,,42.59,3278292.0,1.98,28.6,4.031000000000001,2.421,11840.846000000001,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.741
MNP,Oceania,Northern Mariana Islands,2020-10-01,70.0,0.0,0.14300000000000002,2.0,0.0,0.0,1216.1860000000001,0.0,2.4819999999999998,34.748000000000005,0.0,0.0,,,,,,,,,,,57557.0,119.87799999999999,,,,,,194.99400000000003,,,,,,76.74,
MOZ,Africa,Mozambique,2020-10-01,8728.0,172.0,209.429,61.0,2.0,1.714,279.247,5.502999999999999,6.7010000000000005,1.952,0.064,0.055,140310.0,1924.0,4.489,0.062,1464.0,0.047,6.99,0.14300000000000002,units unclear,62.04,31255435.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.94199999999995,3.3,5.1,29.1,12.227,0.7,60.85,0.43700000000000006
MRT,Africa,Mauritania,2020-10-01,7488.0,14.0,9.0,161.0,0.0,0.0,1610.44,3.011,1.936,34.626,0.0,0.0,,276.0,,0.059000000000000004,,,,,tests performed,13.89,4649660.0,4.289,20.3,3.138,1.7919999999999998,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.52
MSR,North America,Montserrat,2020-10-01,13.0,0.0,0.0,1.0,0.0,0.0,2600.52,0.0,0.0,200.04,0.0,0.0,,,,,,,,,,,4999.0,,,,,,,,,,,,,74.16,
MUS,Africa,Mauritius,2020-10-01,381.0,0.0,2.0,10.0,0.0,0.0,299.58299999999997,0.0,1.5730000000000002,7.8629999999999995,0.0,0.0,,,,,,,,,,16.67,1271767.0,622.962,37.4,10.945,5.8839999999999995,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.79
MWI,Africa,Malawi,2020-10-01,5773.0,1.0,3.8569999999999998,179.0,0.0,0.0,301.778,0.052000000000000005,0.20199999999999999,9.357000000000001,0.0,0.0,,,,,264.0,0.013999999999999999,68.444,0.015,samples tested,54.63,19129955.0,197.519,18.1,2.9789999999999996,1.7830000000000001,1095.042,71.4,227.34900000000002,3.94,4.4,24.7,8.704,1.3,64.26,0.47700000000000004
MYS,Asia,Malaysia,2020-10-01,11135.0,0.0,90.0,134.0,0.0,0.14300000000000002,344.034,0.0,2.781,4.14,0.0,0.004,1566848.0,17098.0,48.41,0.528,11719.0,0.36200000000000004,130.211,0.008,people tested,50.93,32365998.0,96.25399999999999,29.9,6.292999999999999,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.802
NAM,Africa,Namibia,2020-10-01,11265.0,125.0,86.0,121.0,0.0,0.5710000000000001,4433.441,49.195,33.846,47.621,0.0,0.225,99382.0,1430.0,39.113,0.563,920.0,0.36200000000000004,10.698,0.093,samples tested,56.48,2540916.0,3.0780000000000003,22.0,3.552,2.085,9541.808,13.4,243.81099999999998,3.94,9.7,34.2,44.6,,63.71,0.647
